Dataset_id,Public_dataset_id,Normation,Pubmed_id,Disease,Status,Control,Species,Brain_region,Treatment,Sex,Stage,Age,Zhu_Age,N_cells,Protocol,Methodology,Model,
MS005079,GSM4294855,,33748804,MS,Disease,No MS005002; MS005004; MS005006; MS005008; MS005010; MS005012; MS005014; MS005017; MS005018; MS005020; MS005023; MS005024; MS005026; MS005031; MS005032; MS005037; MS005038; MS005043; MS005044; MS005049; MS005050; MS005053; MS005054; MS005059; MS005060; MS005065; MS005066; MS005071; MS005072; MS005077; MS005078; MS005083; MS005084; MS005103; MS005104; MS005105; MS005106; MS005107; MS005108; MS005115; MS005116; MS005117; MS005118; MS005119; MS005120; MS005127; MS005128; MS005129; MS005130; MS005131; MS005132; MS005139; MS005140; MS005141; MS005142; MS005143; MS005144; MS005151; MS005152; MS005153; MS005154; MS005155; MS005156; MS005163; MS005164; MS005165; MS005166; MS005167; MS005168; MS005175; MS005176; MS005177; MS005178; MS005179; MS005180; MS005187; MS005188; MS005189; MS005190; MS005191; MS005192; MS005199; MS005200; MS005201; MS005202; MS005203; MS005204,Human,Peripheral Blood Mononuclear Cell,"Natalizumab, Rebif, Interferon beta",Male,Relapsing-Remitting,37 years,37 years,2289,10x Genomics,single-cell RNA sequencing,,
MS005080,GSM4294856,,33748804,MS,Disease,No MS005002; MS005004; MS005006; MS005008; MS005010; MS005012; MS005014; MS005017; MS005018; MS005020; MS005023; MS005024; MS005026; MS005031; MS005032; MS005037; MS005038; MS005043; MS005044; MS005049; MS005050; MS005053; MS005054; MS005059; MS005060; MS005065; MS005066; MS005071; MS005072; MS005077; MS005078; MS005083; MS005084; MS005103; MS005104; MS005105; MS005106; MS005107; MS005108; MS005115; MS005116; MS005117; MS005118; MS005119; MS005120; MS005127; MS005128; MS005129; MS005130; MS005131; MS005132; MS005139; MS005140; MS005141; MS005142; MS005143; MS005144; MS005151; MS005152; MS005153; MS005154; MS005155; MS005156; MS005163; MS005164; MS005165; MS005166; MS005167; MS005168; MS005175; MS005176; MS005177; MS005178; MS005179; MS005180; MS005187; MS005188; MS005189; MS005190; MS005191; MS005192; MS005199; MS005200; MS005201; MS005202; MS005203; MS005204,Human,Peripheral Blood Mononuclear Cell,"Rebif, Interferon beta",Male,Relapsing-Remitting,36 years,36 years,1495,10x Genomics,single-cell RNA sequencing,,
MS005081,GSM4294857,,33748804,MS,Disease,No MS005002; MS005004; MS005006; MS005008; MS005010; MS005012; MS005014; MS005017; MS005018; MS005020; MS005023; MS005024; MS005026; MS005031; MS005032; MS005037; MS005038; MS005043; MS005044; MS005049; MS005050; MS005053; MS005054; MS005059; MS005060; MS005065; MS005066; MS005071; MS005072; MS005077; MS005078; MS005083; MS005084; MS005103; MS005104; MS005105; MS005106; MS005107; MS005108; MS005115; MS005116; MS005117; MS005118; MS005119; MS005120; MS005127; MS005128; MS005129; MS005130; MS005131; MS005132; MS005139; MS005140; MS005141; MS005142; MS005143; MS005144; MS005151; MS005152; MS005153; MS005154; MS005155; MS005156; MS005163; MS005164; MS005165; MS005166; MS005167; MS005168; MS005175; MS005176; MS005177; MS005178; MS005179; MS005180; MS005187; MS005188; MS005189; MS005190; MS005191; MS005192; MS005199; MS005200; MS005201; MS005202; MS005203; MS005204,Human,Peripheral Blood Mononuclear Cell,"Natalizumab, Rebif, Interferon beta",Male,Relapsing-Remitting,37 years,37 years,1601,10x Genomics,single-cell RNA sequencing,,
MS005082,GSM4294858,,33748804,MS,Disease,No MS005002; MS005004; MS005006; MS005008; MS005010; MS005012; MS005014; MS005017; MS005018; MS005020; MS005023; MS005024; MS005026; MS005031; MS005032; MS005037; MS005038; MS005043; MS005044; MS005049; MS005050; MS005053; MS005054; MS005059; MS005060; MS005065; MS005066; MS005071; MS005072; MS005077; MS005078; MS005083; MS005084; MS005103; MS005104; MS005105; MS005106; MS005107; MS005108; MS005115; MS005116; MS005117; MS005118; MS005119; MS005120; MS005127; MS005128; MS005129; MS005130; MS005131; MS005132; MS005139; MS005140; MS005141; MS005142; MS005143; MS005144; MS005151; MS005152; MS005153; MS005154; MS005155; MS005156; MS005163; MS005164; MS005165; MS005166; MS005167; MS005168; MS005175; MS005176; MS005177; MS005178; MS005179; MS005180; MS005187; MS005188; MS005189; MS005190; MS005191; MS005192; MS005199; MS005200; MS005201; MS005202; MS005203; MS005204,Human,Peripheral Blood Mononuclear Cell,"Rebif, Interferon beta",Male,Relapsing-Remitting,36 years,36 years,769,10x Genomics,single-cell RNA sequencing,,
MS005083,GSM4294859,,33748804,MS,Healthy ,Yes,Human,Peripheral Blood Mononuclear Cell,none,Male,no data available,38 years,38 years,3287,10x Genomics,single-cell RNA sequencing,,
MS005084,GSM4294860,,33748804,MS,Healthy ,Yes,Human,Peripheral Blood Mononuclear Cell,none,Male,no data available,38 years,38 years,1424,10x Genomics,single-cell RNA sequencing,,
MS005085,GSM4294861,,33748804,MS,Disease,No MS005002; MS005004; MS005006; MS005008; MS005010; MS005012; MS005014; MS005017; MS005018; MS005020; MS005023; MS005024; MS005026; MS005031; MS005032; MS005037; MS005038; MS005043; MS005044; MS005049; MS005050; MS005053; MS005054; MS005059; MS005060; MS005065; MS005066; MS005071; MS005072; MS005077; MS005078; MS005083; MS005084; MS005103; MS005104; MS005105; MS005106; MS005107; MS005108; MS005115; MS005116; MS005117; MS005118; MS005119; MS005120; MS005127; MS005128; MS005129; MS005130; MS005131; MS005132; MS005139; MS005140; MS005141; MS005142; MS005143; MS005144; MS005151; MS005152; MS005153; MS005154; MS005155; MS005156; MS005163; MS005164; MS005165; MS005166; MS005167; MS005168; MS005175; MS005176; MS005177; MS005178; MS005179; MS005180; MS005187; MS005188; MS005189; MS005190; MS005191; MS005192; MS005199; MS005200; MS005201; MS005202; MS005203; MS005204,Human,Peripheral Blood Mononuclear Cell,none,Female,Primary Progressive,58 years,58 years,1756,10x Genomics,single-cell RNA sequencing,,
MS005086,GSM4294862,,33748804,MS,Disease,No MS005002; MS005004; MS005006; MS005008; MS005010; MS005012; MS005014; MS005017; MS005018; MS005020; MS005023; MS005024; MS005026; MS005031; MS005032; MS005037; MS005038; MS005043; MS005044; MS005049; MS005050; MS005053; MS005054; MS005059; MS005060; MS005065; MS005066; MS005071; MS005072; MS005077; MS005078; MS005083; MS005084; MS005103; MS005104; MS005105; MS005106; MS005107; MS005108; MS005115; MS005116; MS005117; MS005118; MS005119; MS005120; MS005127; MS005128; MS005129; MS005130; MS005131; MS005132; MS005139; MS005140; MS005141; MS005142; MS005143; MS005144; MS005151; MS005152; MS005153; MS005154; MS005155; MS005156; MS005163; MS005164; MS005165; MS005166; MS005167; MS005168; MS005175; MS005176; MS005177; MS005178; MS005179; MS005180; MS005187; MS005188; MS005189; MS005190; MS005191; MS005192; MS005199; MS005200; MS005201; MS005202; MS005203; MS005204,Human,Peripheral Blood Mononuclear Cell,none,Female,Primary Progressive,58 years,58 years,1806,10x Genomics,single-cell RNA sequencing,,
MS005087,GSM4294863,,33748804,MS,Disease,No MS005002; MS005004; MS005006; MS005008; MS005010; MS005012; MS005014; MS005017; MS005018; MS005020; MS005023; MS005024; MS005026; MS005031; MS005032; MS005037; MS005038; MS005043; MS005044; MS005049; MS005050; MS005053; MS005054; MS005059; MS005060; MS005065; MS005066; MS005071; MS005072; MS005077; MS005078; MS005083; MS005084; MS005103; MS005104; MS005105; MS005106; MS005107; MS005108; MS005115; MS005116; MS005117; MS005118; MS005119; MS005120; MS005127; MS005128; MS005129; MS005130; MS005131; MS005132; MS005139; MS005140; MS005141; MS005142; MS005143; MS005144; MS005151; MS005152; MS005153; MS005154; MS005155; MS005156; MS005163; MS005164; MS005165; MS005166; MS005167; MS005168; MS005175; MS005176; MS005177; MS005178; MS005179; MS005180; MS005187; MS005188; MS005189; MS005190; MS005191; MS005192; MS005199; MS005200; MS005201; MS005202; MS005203; MS005204,Human,Peripheral Blood Mononuclear Cell,none,Female,Primary Progressive,58 years,58 years,1810,10x Genomics,single-cell RNA sequencing,,
MS005088,GSM4294864,,33748804,MS,Disease,No MS005002; MS005004; MS005006; MS005008; MS005010; MS005012; MS005014; MS005017; MS005018; MS005020; MS005023; MS005024; MS005026; MS005031; MS005032; MS005037; MS005038; MS005043; MS005044; MS005049; MS005050; MS005053; MS005054; MS005059; MS005060; MS005065; MS005066; MS005071; MS005072; MS005077; MS005078; MS005083; MS005084; MS005103; MS005104; MS005105; MS005106; MS005107; MS005108; MS005115; MS005116; MS005117; MS005118; MS005119; MS005120; MS005127; MS005128; MS005129; MS005130; MS005131; MS005132; MS005139; MS005140; MS005141; MS005142; MS005143; MS005144; MS005151; MS005152; MS005153; MS005154; MS005155; MS005156; MS005163; MS005164; MS005165; MS005166; MS005167; MS005168; MS005175; MS005176; MS005177; MS005178; MS005179; MS005180; MS005187; MS005188; MS005189; MS005190; MS005191; MS005192; MS005199; MS005200; MS005201; MS005202; MS005203; MS005204,Human,Peripheral Blood Mononuclear Cell,none,Female,Primary Progressive,58 years,58 years,2094,10x Genomics,single-cell RNA sequencing,,
MS005089,GSM4294865,,33748804,MS,Disease,No MS005002; MS005004; MS005006; MS005008; MS005010; MS005012; MS005014; MS005017; MS005018; MS005020; MS005023; MS005024; MS005026; MS005031; MS005032; MS005037; MS005038; MS005043; MS005044; MS005049; MS005050; MS005053; MS005054; MS005059; MS005060; MS005065; MS005066; MS005071; MS005072; MS005077; MS005078; MS005083; MS005084; MS005103; MS005104; MS005105; MS005106; MS005107; MS005108; MS005115; MS005116; MS005117; MS005118; MS005119; MS005120; MS005127; MS005128; MS005129; MS005130; MS005131; MS005132; MS005139; MS005140; MS005141; MS005142; MS005143; MS005144; MS005151; MS005152; MS005153; MS005154; MS005155; MS005156; MS005163; MS005164; MS005165; MS005166; MS005167; MS005168; MS005175; MS005176; MS005177; MS005178; MS005179; MS005180; MS005187; MS005188; MS005189; MS005190; MS005191; MS005192; MS005199; MS005200; MS005201; MS005202; MS005203; MS005204,Human,Peripheral Blood Mononuclear Cell,none,Female,Primary Progressive,58 years,58 years,1601,10x Genomics,single-cell RNA sequencing,,
MS005090,GSM4294866,,33748804,MS,Disease,No MS005002; MS005004; MS005006; MS005008; MS005010; MS005012; MS005014; MS005017; MS005018; MS005020; MS005023; MS005024; MS005026; MS005031; MS005032; MS005037; MS005038; MS005043; MS005044; MS005049; MS005050; MS005053; MS005054; MS005059; MS005060; MS005065; MS005066; MS005071; MS005072; MS005077; MS005078; MS005083; MS005084; MS005103; MS005104; MS005105; MS005106; MS005107; MS005108; MS005115; MS005116; MS005117; MS005118; MS005119; MS005120; MS005127; MS005128; MS005129; MS005130; MS005131; MS005132; MS005139; MS005140; MS005141; MS005142; MS005143; MS005144; MS005151; MS005152; MS005153; MS005154; MS005155; MS005156; MS005163; MS005164; MS005165; MS005166; MS005167; MS005168; MS005175; MS005176; MS005177; MS005178; MS005179; MS005180; MS005187; MS005188; MS005189; MS005190; MS005191; MS005192; MS005199; MS005200; MS005201; MS005202; MS005203; MS005204,Human,Peripheral Blood Mononuclear Cell,none,Female,Primary Progressive,58 years,58 years,1864,10x Genomics,single-cell RNA sequencing,,
MS005091,GSM4294867,,33748804,MS,Disease,No MS005002; MS005004; MS005006; MS005008; MS005010; MS005012; MS005014; MS005017; MS005018; MS005020; MS005023; MS005024; MS005026; MS005031; MS005032; MS005037; MS005038; MS005043; MS005044; MS005049; MS005050; MS005053; MS005054; MS005059; MS005060; MS005065; MS005066; MS005071; MS005072; MS005077; MS005078; MS005083; MS005084; MS005103; MS005104; MS005105; MS005106; MS005107; MS005108; MS005115; MS005116; MS005117; MS005118; MS005119; MS005120; MS005127; MS005128; MS005129; MS005130; MS005131; MS005132; MS005139; MS005140; MS005141; MS005142; MS005143; MS005144; MS005151; MS005152; MS005153; MS005154; MS005155; MS005156; MS005163; MS005164; MS005165; MS005166; MS005167; MS005168; MS005175; MS005176; MS005177; MS005178; MS005179; MS005180; MS005187; MS005188; MS005189; MS005190; MS005191; MS005192; MS005199; MS005200; MS005201; MS005202; MS005203; MS005204,Human,Peripheral Blood Mononuclear Cell,none,Female,Primary Progressive,55 years,55 years,2686,10x Genomics,single-cell RNA sequencing,,
MS005092,GSM4294868,,33748804,MS,Disease,No MS005002; MS005004; MS005006; MS005008; MS005010; MS005012; MS005014; MS005017; MS005018; MS005020; MS005023; MS005024; MS005026; MS005031; MS005032; MS005037; MS005038; MS005043; MS005044; MS005049; MS005050; MS005053; MS005054; MS005059; MS005060; MS005065; MS005066; MS005071; MS005072; MS005077; MS005078; MS005083; MS005084; MS005103; MS005104; MS005105; MS005106; MS005107; MS005108; MS005115; MS005116; MS005117; MS005118; MS005119; MS005120; MS005127; MS005128; MS005129; MS005130; MS005131; MS005132; MS005139; MS005140; MS005141; MS005142; MS005143; MS005144; MS005151; MS005152; MS005153; MS005154; MS005155; MS005156; MS005163; MS005164; MS005165; MS005166; MS005167; MS005168; MS005175; MS005176; MS005177; MS005178; MS005179; MS005180; MS005187; MS005188; MS005189; MS005190; MS005191; MS005192; MS005199; MS005200; MS005201; MS005202; MS005203; MS005204,Human,Peripheral Blood Mononuclear Cell,none,Female,Primary Progressive,55 years,55 years,2810,10x Genomics,single-cell RNA sequencing,,
MS005093,GSM4294869,,33748804,MS,Disease,No MS005002; MS005004; MS005006; MS005008; MS005010; MS005012; MS005014; MS005017; MS005018; MS005020; MS005023; MS005024; MS005026; MS005031; MS005032; MS005037; MS005038; MS005043; MS005044; MS005049; MS005050; MS005053; MS005054; MS005059; MS005060; MS005065; MS005066; MS005071; MS005072; MS005077; MS005078; MS005083; MS005084; MS005103; MS005104; MS005105; MS005106; MS005107; MS005108; MS005115; MS005116; MS005117; MS005118; MS005119; MS005120; MS005127; MS005128; MS005129; MS005130; MS005131; MS005132; MS005139; MS005140; MS005141; MS005142; MS005143; MS005144; MS005151; MS005152; MS005153; MS005154; MS005155; MS005156; MS005163; MS005164; MS005165; MS005166; MS005167; MS005168; MS005175; MS005176; MS005177; MS005178; MS005179; MS005180; MS005187; MS005188; MS005189; MS005190; MS005191; MS005192; MS005199; MS005200; MS005201; MS005202; MS005203; MS005204,Human,Peripheral Blood Mononuclear Cell,none,Female,Primary Progressive,55 years,55 years,2564,10x Genomics,single-cell RNA sequencing,,
MS005094,GSM4294870,,33748804,MS,Disease,No MS005002; MS005004; MS005006; MS005008; MS005010; MS005012; MS005014; MS005017; MS005018; MS005020; MS005023; MS005024; MS005026; MS005031; MS005032; MS005037; MS005038; MS005043; MS005044; MS005049; MS005050; MS005053; MS005054; MS005059; MS005060; MS005065; MS005066; MS005071; MS005072; MS005077; MS005078; MS005083; MS005084; MS005103; MS005104; MS005105; MS005106; MS005107; MS005108; MS005115; MS005116; MS005117; MS005118; MS005119; MS005120; MS005127; MS005128; MS005129; MS005130; MS005131; MS005132; MS005139; MS005140; MS005141; MS005142; MS005143; MS005144; MS005151; MS005152; MS005153; MS005154; MS005155; MS005156; MS005163; MS005164; MS005165; MS005166; MS005167; MS005168; MS005175; MS005176; MS005177; MS005178; MS005179; MS005180; MS005187; MS005188; MS005189; MS005190; MS005191; MS005192; MS005199; MS005200; MS005201; MS005202; MS005203; MS005204,Human,Peripheral Blood Mononuclear Cell,none,Female,Primary Progressive,55 years,55 years,2724,10x Genomics,single-cell RNA sequencing,,
MS005095,GSM4294871,,33748804,MS,Disease,No MS005002; MS005004; MS005006; MS005008; MS005010; MS005012; MS005014; MS005017; MS005018; MS005020; MS005023; MS005024; MS005026; MS005031; MS005032; MS005037; MS005038; MS005043; MS005044; MS005049; MS005050; MS005053; MS005054; MS005059; MS005060; MS005065; MS005066; MS005071; MS005072; MS005077; MS005078; MS005083; MS005084; MS005103; MS005104; MS005105; MS005106; MS005107; MS005108; MS005115; MS005116; MS005117; MS005118; MS005119; MS005120; MS005127; MS005128; MS005129; MS005130; MS005131; MS005132; MS005139; MS005140; MS005141; MS005142; MS005143; MS005144; MS005151; MS005152; MS005153; MS005154; MS005155; MS005156; MS005163; MS005164; MS005165; MS005166; MS005167; MS005168; MS005175; MS005176; MS005177; MS005178; MS005179; MS005180; MS005187; MS005188; MS005189; MS005190; MS005191; MS005192; MS005199; MS005200; MS005201; MS005202; MS005203; MS005204,Human,Peripheral Blood Mononuclear Cell,none,Female,Primary Progressive,55 years,55 years,2410,10x Genomics,single-cell RNA sequencing,,
MS005096,GSM4294872,,33748804,MS,Disease,No MS005002; MS005004; MS005006; MS005008; MS005010; MS005012; MS005014; MS005017; MS005018; MS005020; MS005023; MS005024; MS005026; MS005031; MS005032; MS005037; MS005038; MS005043; MS005044; MS005049; MS005050; MS005053; MS005054; MS005059; MS005060; MS005065; MS005066; MS005071; MS005072; MS005077; MS005078; MS005083; MS005084; MS005103; MS005104; MS005105; MS005106; MS005107; MS005108; MS005115; MS005116; MS005117; MS005118; MS005119; MS005120; MS005127; MS005128; MS005129; MS005130; MS005131; MS005132; MS005139; MS005140; MS005141; MS005142; MS005143; MS005144; MS005151; MS005152; MS005153; MS005154; MS005155; MS005156; MS005163; MS005164; MS005165; MS005166; MS005167; MS005168; MS005175; MS005176; MS005177; MS005178; MS005179; MS005180; MS005187; MS005188; MS005189; MS005190; MS005191; MS005192; MS005199; MS005200; MS005201; MS005202; MS005203; MS005204,Human,Peripheral Blood Mononuclear Cell,none,Female,Primary Progressive,55 years,55 years,2691,10x Genomics,single-cell RNA sequencing,,
MS005097,GSM4294873,,33748804,MS,Disease,No MS005002; MS005004; MS005006; MS005008; MS005010; MS005012; MS005014; MS005017; MS005018; MS005020; MS005023; MS005024; MS005026; MS005031; MS005032; MS005037; MS005038; MS005043; MS005044; MS005049; MS005050; MS005053; MS005054; MS005059; MS005060; MS005065; MS005066; MS005071; MS005072; MS005077; MS005078; MS005083; MS005084; MS005103; MS005104; MS005105; MS005106; MS005107; MS005108; MS005115; MS005116; MS005117; MS005118; MS005119; MS005120; MS005127; MS005128; MS005129; MS005130; MS005131; MS005132; MS005139; MS005140; MS005141; MS005142; MS005143; MS005144; MS005151; MS005152; MS005153; MS005154; MS005155; MS005156; MS005163; MS005164; MS005165; MS005166; MS005167; MS005168; MS005175; MS005176; MS005177; MS005178; MS005179; MS005180; MS005187; MS005188; MS005189; MS005190; MS005191; MS005192; MS005199; MS005200; MS005201; MS005202; MS005203; MS005204,Human,Peripheral Blood Mononuclear Cell,none,Male,Primary Progressive,42 years,42 years,2888,10x Genomics,single-cell RNA sequencing,,
