Dataset_id,Public_dataset_id,Pubmed_id,Disease,Status,Control,Species,Brain_region,Sex,Stage,Age,N_cells,Protocol,Methodology,Model
PD025006,GSM7140324,40178224,PD,Healthy,,Drosophila melanogaster,Whole Brain,Mixed,no data avaliable,5 day,4660,10x Genomics,Single-nucleus RNA sequencing,W1118CS
PD025007,GSM7140325,40178224,PD,Disease,PD025001; PD025002; PD025003; PD025004; PD025005; PD025006 ,Drosophila melanogaster,Whole Brain,Mixed,no data avaliable,5 day,5833,10x Genomics,Single-nucleus RNA sequencing,dAux
PD025008,GSM7140326,40178224,PD,Disease,PD025001; PD025002; PD025003; PD025004; PD025005; PD025006 ,Drosophila melanogaster,Whole Brain,Mixed,no data avaliable,5 day,4006,10x Genomics,Single-nucleus RNA sequencing,dAux
PD025009,GSM7140327,40178224,PD,Disease,PD025001; PD025002; PD025003; PD025004; PD025005; PD025006 ,Drosophila melanogaster,Whole Brain,Mixed,no data avaliable,5 day,5977,10x Genomics,Single-nucleus RNA sequencing,dAux
PD025010,GSM7140328,40178224,PD,Disease,PD025001; PD025002; PD025003; PD025004; PD025005; PD025006 ,Drosophila melanogaster,Whole Brain,Mixed,no data avaliable,5 day,4853,10x Genomics,Single-nucleus RNA sequencing,dAux
PD025011,GSM7140329,40178224,PD,Disease,PD025001; PD025002; PD025003; PD025004; PD025005; PD025006 ,Drosophila melanogaster,Whole Brain,Mixed,no data avaliable,5 day,5147,10x Genomics,Single-nucleus RNA sequencing,dSynj
PD025012,GSM7140330,40178224,PD,Disease,PD025001; PD025002; PD025003; PD025004; PD025005; PD025006 ,Drosophila melanogaster,Whole Brain,Mixed,no data avaliable,5 day,5238,10x Genomics,Single-nucleus RNA sequencing,dSynj
PD025013,GSM7140331,40178224,PD,Disease,PD025001; PD025002; PD025003; PD025004; PD025005; PD025006 ,Drosophila melanogaster,Whole Brain,Mixed,no data avaliable,5 day,4616,10x Genomics,Single-nucleus RNA sequencing,dSynj
PD025014,GSM7140332,40178224,PD,Disease,PD025001; PD025002; PD025003; PD025004; PD025005; PD025006 ,Drosophila melanogaster,Whole Brain,Mixed,no data avaliable,5 day,4391,10x Genomics,Single-nucleus RNA sequencing,dSynj
PD025015,GSM7140337,40178224,PD,Disease,,Drosophila melanogaster,Whole Brain,Mixed,no data avaliable,25 day,5633,10x Genomics,Single-nucleus RNA sequencing,LRRK
PD025016,GSM7140338,40178224,PD,Disease,PD025001; PD025002; PD025003; PD025004; PD025005; PD025006 ,Drosophila melanogaster,Whole Brain,Mixed,no data avaliable,5 day,4510,10x Genomics,Single-nucleus RNA sequencing,LRRK
PD025017,GSM7140339,40178224,PD,Disease,PD025001; PD025002; PD025003; PD025004; PD025005; PD025006 ,Drosophila melanogaster,Whole Brain,Mixed,no data avaliable,5 day,3171,10x Genomics,Single-nucleus RNA sequencing,LRRK
PD025018,GSM7140340,40178224,PD,Disease,,Drosophila melanogaster,Whole Brain,Mixed,no data avaliable,25 day,5383,10x Genomics,Single-nucleus RNA sequencing,LRRK
PD025020,GSM7140341,40178224,PD,Disease,PD025001; PD025002; PD025003; PD025004; PD025005; PD025006 ,Drosophila melanogaster,Whole Brain,Mixed,no data avaliable,5 day,3958,10x Genomics,Single-nucleus RNA sequencing,LRRK
PD025021,GSM7140342,40178224,PD,Disease,,Drosophila melanogaster,Whole Brain,Mixed,no data avaliable,25 day,5678,10x Genomics,Single-nucleus RNA sequencing,LRRK
PD025022,GSM7140343,40178224,PD,Disease,PD025001; PD025002; PD025003; PD025004; PD025005; PD025006 ,Drosophila melanogaster,Whole Brain,Mixed,no data avaliable,5 day,3134,10x Genomics,Single-nucleus RNA sequencing,LRRK
PD025023,GSM7140344,40178224,PD,Disease,,Drosophila melanogaster,Whole Brain,Mixed,no data avaliable,25 day,6014,10x Genomics,Single-nucleus RNA sequencing,LRRK
PD025024,GSM7140345,40178224,PD,Disease,,Drosophila melanogaster,Whole Brain,Mixed,no data avaliable,25 day,8194,10x Genomics,Single-nucleus RNA sequencing,hLRRK_OPN>EndoA
PD025025,GSM7140346,40178224,PD,Disease,,Drosophila melanogaster,Whole Brain,Mixed,no data avaliable,25 day,15233,10x Genomics,Single-nucleus RNA sequencing,hLRRK_OPN>EndoA
PD025026,GSM7140347,40178224,PD,Disease,,Drosophila melanogaster,Whole Brain,Mixed,no data avaliable,25 day,9644,10x Genomics,Single-nucleus RNA sequencing,hLRRK_OPN>EndoA
PD025027,GSM7140348,40178224,PD,Disease,,Drosophila melanogaster,Whole Brain,Mixed,no data avaliable,25 day,3733,10x Genomics,Single-nucleus RNA sequencing,hLRRK_OPN>EndoA
PD025028,GSM7140349,40178224,PD,Disease,,Drosophila melanogaster,Whole Brain,Mixed,no data avaliable,25 day,13161,10x Genomics,Single-nucleus RNA sequencing,hLRRK_OPN>EndoA
PD025029,GSM7140350,40178224,PD,Disease,,Drosophila melanogaster,Whole Brain,Mixed,no data avaliable,25 day,12724,10x Genomics,Single-nucleus RNA sequencing,hLRRK_OPN>EndoA
PD025030,GSM7140351,40178224,PD,Disease,,Drosophila melanogaster,Whole Brain,Mixed,no data avaliable,25 day,9207,10x Genomics,Single-nucleus RNA sequencing,hLRRK_OPN>EndoA
PD025031,GSM7140352,40178224,PD,Disease,,Drosophila melanogaster,Whole Brain,Mixed,no data avaliable,25 day,9057,10x Genomics,Single-nucleus RNA sequencing,hLRRK_OPN>EndoA
PD025032,GSM7140353,40178224,PD,Disease,PD025001; PD025002; PD025003; PD025004; PD025005; PD025006 ,Drosophila melanogaster,Whole Brain,Mixed,no data avaliable,5 day,4117,10x Genomics,Single-nucleus RNA sequencing,hPINK
PD025033,GSM7140354,40178224,PD,Disease,PD025001; PD025002; PD025003; PD025004; PD025005; PD025006 ,Drosophila melanogaster,Whole Brain,Mixed,no data avaliable,5 day,2578,10x Genomics,Single-nucleus RNA sequencing,hPINK
PD025034,GSM7140355,40178224,PD,Disease,PD025001; PD025002; PD025003; PD025004; PD025005; PD025006 ,Drosophila melanogaster,Whole Brain,Mixed,no data avaliable,5 day,3157,10x Genomics,Single-nucleus RNA sequencing,hPINK
PD025035,GSM7140356,40178224,PD,Disease,PD025001; PD025002; PD025003; PD025004; PD025005; PD025006 ,Drosophila melanogaster,Whole Brain,Mixed,no data avaliable,5 day,3700,10x Genomics,Single-nucleus RNA sequencing,hPINK
PD025036,GSM7140357,40178224,PD,Disease,PD025001; PD025002; PD025003; PD025004; PD025005; PD025006 ,Drosophila melanogaster,Whole Brain,Mixed,no data avaliable,5 day,4204,10x Genomics,Single-nucleus RNA sequencing,hRAB39B
PD025037,GSM7140358,40178224,PD,Disease,PD025001; PD025002; PD025003; PD025004; PD025005; PD025006 ,Drosophila melanogaster,Whole Brain,Mixed,no data avaliable,5 day,4577,10x Genomics,Single-nucleus RNA sequencing,hRAB39B
PD025038,GSM7140359,40178224,PD,Disease,PD025001; PD025002; PD025003; PD025004; PD025005; PD025006 ,Drosophila melanogaster,Whole Brain,Mixed,no data avaliable,5 day,3562,10x Genomics,Single-nucleus RNA sequencing,hRAB39B
PD025039,GSM7140360,40178224,PD,Disease,PD025001; PD025002; PD025003; PD025004; PD025005; PD025006 ,Drosophila melanogaster,Whole Brain,Mixed,no data avaliable,no data avaliable,3570,10x Genomics,Single-nucleus RNA sequencing,hRAB39B
PD025040,GSE235330,40178224,PD,Disease,Yes,Human,"nucleus basalis of Meynert, nucleus accumbens and putamen",Mixed,no data avaliable,no data avaliable,1376,10x Genomics,Single-nucleus RNA sequencing,no data avaliable
PD025041,GSE235330,40178224,PD,Disease,Yes,Human,"nucleus basalis of Meynert, nucleus accumbens and putamen",Mixed,no data avaliable,no data avaliable,3426,10x Genomics,Single-nucleus RNA sequencing,no data avaliable
PD025042,GSE235330,40178224,PD,Disease,Yes,Human,"nucleus basalis of Meynert, nucleus accumbens and putamen",Mixed,no data avaliable,no data avaliable,1912,10x Genomics,Single-nucleus RNA sequencing,no data avaliable
PD025043,GSE235330,40178224,PD,Disease,Yes,Human,"nucleus basalis of Meynert, nucleus accumbens and putamen",Mixed,no data avaliable,no data avaliable,2243,10x Genomics,Single-nucleus RNA sequencing,no data avaliable
PD025044,GSE235330,40178224,PD,Disease,Yes,Human,"nucleus basalis of Meynert, nucleus accumbens and putamen",Mixed,no data avaliable,no data avaliable,2500,10x Genomics,Single-nucleus RNA sequencing,no data avaliable
PD025045,GSE235330,40178224,PD,Disease,Yes,Human,"nucleus basalis of Meynert, nucleus accumbens and putamen",Mixed,no data avaliable,no data avaliable,2569,10x Genomics,Single-nucleus RNA sequencing,no data avaliable
PD025046,GSE235330,40178224,PD,Disease,Yes,Human,"nucleus basalis of Meynert, nucleus accumbens and putamen",Mixed,no data avaliable,no data avaliable,6051,10x Genomics,Single-nucleus RNA sequencing,no data avaliable
PD025047,GSE235330,40178224,PD,Disease,Yes,Human,"nucleus basalis of Meynert, nucleus accumbens and putamen",Mixed,no data avaliable,no data avaliable,2882,10x Genomics,Single-nucleus RNA sequencing,no data avaliable
PD025048,GSE235330,40178224,PD,Disease,Yes,Human,"nucleus basalis of Meynert, nucleus accumbens and putamen",Mixed,no data avaliable,no data avaliable,1249,10x Genomics,Single-nucleus RNA sequencing,no data avaliable
PD025049,GSE235330,40178224,PD,Disease,Yes,Human,"nucleus basalis of Meynert, nucleus accumbens and putamen",Mixed,no data avaliable,no data avaliable,2844,10x Genomics,Single-nucleus RNA sequencing,no data avaliable
PD025050,GSE235330,40178224,PD,Disease,Yes,Human,"nucleus basalis of Meynert, nucleus accumbens and putamen",Mixed,no data avaliable,no data avaliable,1957,10x Genomics,Single-nucleus RNA sequencing,no data avaliable
PD025051,GSE235330,40178224,PD,Disease,Yes,Human,"nucleus basalis of Meynert, nucleus accumbens and putamen",Mixed,no data avaliable,no data avaliable,1955,10x Genomics,Single-nucleus RNA sequencing,no data avaliable
PD025052,GSE235330,40178224,PD,Disease,Yes,Human,"nucleus basalis of Meynert, nucleus accumbens and putamen",Mixed,no data avaliable,no data avaliable,1450,10x Genomics,Single-nucleus RNA sequencing,no data avaliable
PD025053,GSE235330,40178224,PD,Disease,Yes,Human,"nucleus basalis of Meynert, nucleus accumbens and putamen",Mixed,no data avaliable,no data avaliable,3744,10x Genomics,Single-nucleus RNA sequencing,no data avaliable
PD025054,GSE235330,40178224,PD,Disease,No,Human,"nucleus basalis of Meynert, nucleus accumbens and putamen",Mixed,no data avaliable,no data avaliable,1969,10x Genomics,Single-nucleus RNA sequencing,no data avaliable
PD025055,GSE235330,40178224,PD,Disease,PD025040; PD025041; PD025042; PD025043; PD025044; PD025045; PD025046; PD025047; PD025048; PD025049; PD025050; PD025051; PD025052; PD025053,Human,"nucleus basalis of Meynert, nucleus accumbens and putamen",Mixed,no data avaliable,no data avaliable,2766,10x Genomics,Single-nucleus RNA sequencing,no data avaliable
PD025056,GSE235330,40178224,PD,Disease,PD025040; PD025041; PD025042; PD025043; PD025044; PD025045; PD025046; PD025047; PD025048; PD025049; PD025050; PD025051; PD025052; PD025053,Human,"nucleus basalis of Meynert, nucleus accumbens and putamen",Mixed,no data avaliable,no data avaliable,3889,10x Genomics,Single-nucleus RNA sequencing,no data avaliable
PD025057,GSE235330,40178224,PD,Disease,PD025040; PD025041; PD025042; PD025043; PD025044; PD025045; PD025046; PD025047; PD025048; PD025049; PD025050; PD025051; PD025052; PD025053,Human,"nucleus basalis of Meynert, nucleus accumbens and putamen",Mixed,no data avaliable,no data avaliable,3820,10x Genomics,Single-nucleus RNA sequencing,no data avaliable
PD025058,GSE235330,40178224,PD,Disease,PD025040; PD025041; PD025042; PD025043; PD025044; PD025045; PD025046; PD025047; PD025048; PD025049; PD025050; PD025051; PD025052; PD025053,Human,"nucleus basalis of Meynert, nucleus accumbens and putamen",Mixed,no data avaliable,no data avaliable,2873,10x Genomics,Single-nucleus RNA sequencing,no data avaliable
PD025059,GSE235330,40178224,PD,Disease,PD025040; PD025041; PD025042; PD025043; PD025044; PD025045; PD025046; PD025047; PD025048; PD025049; PD025050; PD025051; PD025052; PD025053,Human,"nucleus basalis of Meynert, nucleus accumbens and putamen",Mixed,no data avaliable,no data avaliable,2307,10x Genomics,Single-nucleus RNA sequencing,no data avaliable
PD025060,GSE235330,40178224,PD,Disease,PD025040; PD025041; PD025042; PD025043; PD025044; PD025045; PD025046; PD025047; PD025048; PD025049; PD025050; PD025051; PD025052; PD025053,Human,"nucleus basalis of Meynert, nucleus accumbens and putamen",Mixed,no data avaliable,no data avaliable,2574,10x Genomics,Single-nucleus RNA sequencing,no data avaliable
PD025061,GSE235330,40178224,PD,Disease,PD025040; PD025041; PD025042; PD025043; PD025044; PD025045; PD025046; PD025047; PD025048; PD025049; PD025050; PD025051; PD025052; PD025053,Human,"nucleus basalis of Meynert, nucleus accumbens and putamen",Mixed,no data avaliable,no data avaliable,2038,10x Genomics,Single-nucleus RNA sequencing,no data avaliable
PD025062,GSE235330,40178224,PD,Disease,PD025040; PD025041; PD025042; PD025043; PD025044; PD025045; PD025046; PD025047; PD025048; PD025049; PD025050; PD025051; PD025052; PD025053,Human,"nucleus basalis of Meynert, nucleus accumbens and putamen",Mixed,no data avaliable,no data avaliable,2101,10x Genomics,Single-nucleus RNA sequencing,no data avaliable
PD025063,GSE235330,40178224,PD,Disease,PD025040; PD025041; PD025042; PD025043; PD025044; PD025045; PD025046; PD025047; PD025048; PD025049; PD025050; PD025051; PD025052; PD025053,Human,"nucleus basalis of Meynert, nucleus accumbens and putamen",Mixed,no data avaliable,no data avaliable,1320,10x Genomics,Single-nucleus RNA sequencing,no data avaliable
PD025064,GSE235330,40178224,PD,Disease,PD025040; PD025041; PD025042; PD025043; PD025044; PD025045; PD025046; PD025047; PD025048; PD025049; PD025050; PD025051; PD025052; PD025053,Human,"nucleus basalis of Meynert, nucleus accumbens and putamen",Mixed,no data avaliable,no data avaliable,1426,10x Genomics,Single-nucleus RNA sequencing,no data avaliable
PD025065,GSE235330,40178224,PD,Disease,PD025040; PD025041; PD025042; PD025043; PD025044; PD025045; PD025046; PD025047; PD025048; PD025049; PD025050; PD025051; PD025052; PD025053,Human,"nucleus basalis of Meynert, nucleus accumbens and putamen",Mixed,no data avaliable,no data avaliable,2706,10x Genomics,Single-nucleus RNA sequencing,no data avaliable
PD025066,GSE235330,40178224,PD,Disease,PD025040; PD025041; PD025042; PD025043; PD025044; PD025045; PD025046; PD025047; PD025048; PD025049; PD025050; PD025051; PD025052; PD025053,Human,"nucleus basalis of Meynert, nucleus accumbens and putamen",Mixed,no data avaliable,no data avaliable,3326,10x Genomics,Single-nucleus RNA sequencing,no data avaliable
PD025067,GSE235330,40178224,PD,Disease,PD025040; PD025041; PD025042; PD025043; PD025044; PD025045; PD025046; PD025047; PD025048; PD025049; PD025050; PD025051; PD025052; PD025053,Human,"nucleus basalis of Meynert, nucleus accumbens and putamen",Mixed,no data avaliable,no data avaliable,3481,10x Genomics,Single-nucleus RNA sequencing,no data avaliable
PD025068,GSE235330,40178224,PD,Disease,PD025040; PD025041; PD025042; PD025043; PD025044; PD025045; PD025046; PD025047; PD025048; PD025049; PD025050; PD025051; PD025052; PD025053,Human,"nucleus basalis of Meynert, nucleus accumbens and putamen",Mixed,no data avaliable,no data avaliable,4725,10x Genomics,Single-nucleus RNA sequencing,no data avaliable
PD025069,GSE235330,40178224,PD,Disease,PD025040; PD025041; PD025042; PD025043; PD025044; PD025045; PD025046; PD025047; PD025048; PD025049; PD025050; PD025051; PD025052; PD025053,Human,"nucleus basalis of Meynert, nucleus accumbens and putamen",Mixed,no data avaliable,no data avaliable,3085,10x Genomics,Single-nucleus RNA sequencing,no data avaliable
PD026001,GSM7595892,40246848,PD,Healthy,Yes,Human,midbrain organoid,Female,no data avaliable,30 days,,GEXSCOPE,Single-cell RNA sequencing,iPSC
PD026002,GSM7595893,40246848,PD,Disease,No PD026001; PD026003,Human,midbrain organoid,Female,no data avaliable,30 days,,GEXSCOPE,Single-cell RNA sequencing,iPSC; RhoT1 (Miro1 R272Q) mutation
PD026003,GSM7595894,40246848,PD,Healthy,Yes,Human,midbrain organoid,Female,no data avaliable,30 days ,,GEXSCOPE,Single-cell RNA sequencing,iPSC; Isogenic control (corrected MIRO1 R272Q mutation)
PD026004,GSM8210404,40246848,PD,Healthy,Yes,Human,midbrain organoid,Female,no data avaliable,60 days,,GEXSCOPE,Single-cell RNA sequencing,iPSC; 
PD026005,GSM8210405,40246848,PD,Disease,No PD026004; PD026006,Human,midbrain organoid,Female,no data avaliable,60 days ,,GEXSCOPE,Single-cell RNA sequencing,iPSC; RhoT1 (Miro1 R272Q) mutation
PD026006,GSM8210406,40246848,PD,Healthy,Yes,Human,midbrain organoid,Female,no data avaliable,60 days,,GEXSCOPE,Single-cell RNA sequencing,iPSC; Isogenic control (corrected MIRO1 R272Q mutation)
PD027001,GSM8504093,40164620,PD,Healthy,Yes,Human,Midbrain organoids,Female,no data avaliable,50 days,,GEXSCOPE,Single-cell RNA sequencing,iPSC
PD027002,GSM8504094,40164620,PD,Healthy,Yes,Human,Midbrain organoids,Female,no data avaliable,50 days,,GEXSCOPE,Single-cell RNA sequencing,iPSC
PD027003,GSM8504095,40164620,PD,Healthy,Yes,Human,Midbrain organoids,Female,no data avaliable,50 days,,GEXSCOPE,Single-cell RNA sequencing,iPSC
PD027004,GSM8504096,40164620,PD,Disease,No PD027001; PD027002; PD027003,Human,Midbrain organoids,Female,no data avaliable,50 days,,GEXSCOPE,Single-cell RNA sequencing,iPSC
PD027005,GSM8504097,40164620,PD,Disease,No PD027001; PD027002; PD027003,Human,Midbrain organoids,Female,no data avaliable,50 days,,GEXSCOPE,Single-cell RNA sequencing,iPSC
PD027006,GSM8504098,40164620,PD,Disease,No PD027001; PD027002; PD027003,Human,Midbrain organoids,Female,no data avaliable,50 days,,GEXSCOPE,Single-cell RNA sequencing,iPSC
PD027007,GSM8504099,40164620,PD,Healthy,Yes,Human,Midbrain organoids,Male,no data avaliable,50 days,,GEXSCOPE,Single-cell RNA sequencing,iPSC
